question_text,ideal_answer,key_points,difficulty,category
What is a component in React?,A component is a reusable piece of UI in a React application.,"[""Reusable"",""Independent"",""UI building block"",""Function or class""]",easy,frontend-developer
What is JSX?,JSX is a syntax extension that allows writing HTML-like code inside JavaScript in React.,"[""HTML in JS"",""Used in React"",""Readable"",""Compiled to JS""]",easy,frontend-developer
What is state in React?,State is an object that stores dynamic data and controls component behavior.,"[""Dynamic data"",""Re-renders UI"",""Managed inside component"",""useState hook""]",easy,frontend-developer
What are props in React?,Props are inputs passed to components to make them reusable and dynamic.,"[""Read-only"",""Passed from parent"",""Reusable components"",""Customizable""]",easy,frontend-developer
What is localStorage?,localStorage is a web storage API used to store data in the browser with no expiration time.,"[""Persistent storage"",""Key-value pairs"",""Browser-based"",""No expiration""]",easy,frontend-developer
What is sessionStorage?,sessionStorage stores data for a single session and is cleared when the browser tab is closed.,"[""Temporary storage"",""Session-based"",""Cleared on close"",""Similar to localStorage""]",easy,frontend-developer
What is browser caching?,Browser caching stores website data locally to improve load speed on repeat visits.,"[""Improves performance"",""Stores assets"",""Reduces requests"",""Faster loading""]",easy,frontend-developer
What is a CDN?,A CDN (Content Delivery Network) is a network of servers that deliver content faster based on user location.,"[""Faster delivery"",""Global servers"",""Improves performance"",""Reduces latency""]",easy,frontend-developer
What is cross-browser compatibility?,Cross-browser compatibility ensures a website works correctly across different browsers.,"[""Works on all browsers"",""Consistent UI"",""Testing required"",""Improves UX""]",easy,frontend-developer
What is HTML?,HTML (HyperText Markup Language) is the standard language used to create and structure content on web pages.,"[""Structure of web pages"",""Uses tags"",""Not a programming language"",""Defines elements like headings, paragraphs""]",easy,frontend-developer
What is CSS?,"CSS (Cascading Style Sheets) is used to style and layout web pages, for example to change colors, fonts, and spacing.","[""Styling language"",""Controls layout"",""Works with HTML"",""Supports responsiveness""]",easy,frontend-developer
What is JavaScript?,JavaScript is a programming language used to make web pages interactive and dynamic.,"[""Adds interactivity"",""Runs in browser"",""Event handling"",""Supports logic""]",easy,frontend-developer
What is the DOM?,The DOM (Document Object Model) is a programming interface that represents HTML documents as a tree structure.,"[""Tree structure"",""Represents HTML"",""Allows manipulation"",""Used with JavaScript""]",easy,frontend-developer
What is a div element?,A div is a block-level HTML element used to group content for styling and layout purposes.,"[""Block element"",""Used for layout"",""Generic container"",""Styled with CSS""]",easy,frontend-developer
What is a class in HTML?,A class is an attribute used to define a group of elements that can be styled together using CSS.,"[""Reusable"",""Used in CSS"",""Multiple elements"",""Defined with .class""]",easy,frontend-developer
What is an id in HTML?,An id is a unique identifier assigned to a single HTML element.,"[""Unique"",""Used for targeting"",""Used in CSS/JS"",""Defined with #id""]",easy,frontend-developer
What is Flexbox?,Flexbox is a CSS layout model used to arrange elements in rows or columns with flexible sizing.,"[""1D layout"",""Align items"",""Flexible"",""Uses flex container""]",easy,frontend-developer
What is CSS Grid?,CSS Grid is a layout system used to create two-dimensional layouts with rows and columns.,"[""2D layout"",""Rows and columns"",""Powerful layout"",""Responsive design""]",easy,frontend-developer
What is responsive design?,Responsive design ensures that web pages look good on all devices by adapting layouts based on screen size.,"[""Mobile-friendly"",""Media queries"",""Flexible layouts"",""Improves UX""]",easy,frontend-developer
What is a media query?,A media query is used in CSS to apply styles based on device characteristics like screen size.,"[""Responsive design"",""Screen size based"",""Conditional styling"",""Uses @media""]",easy,frontend-developer
What is an event in JavaScript?,"An event is an action or occurrence that happens in the browser, such as a click or keypress.","[""User interaction"",""Click, hover, keypress"",""Handled by JS"",""Triggers functions""]",easy,frontend-developer
What is a function in JavaScript?,A function is a block of code designed to perform a specific task.,"[""Reusable code"",""Performs task"",""Can take parameters"",""Returns value""]",easy,frontend-developer
What is a variable in JavaScript?,A variable is used to store data that can be used and modified in a program.,"[""Stores data"",""let, const, var"",""Reusable"",""Dynamic values""]",easy,frontend-developer
What is the difference between let and const?,"let allows reassignment, while const is used for variables that should not be reassigned.","[""let is mutable"",""const is immutable"",""Block scoped"",""Used in ES6""]",easy,frontend-developer
What is an array?,An array is a data structure used to store multiple values in a single variable.,"[""Collection of values"",""Indexed"",""Dynamic size"",""Common in JS""]",easy,frontend-developer
What is an object in JavaScript?,An object is a collection of key-value pairs used to store data and functionality.,"[""Key-value pairs"",""Properties and methods"",""Reusable"",""Flexible""]",easy,frontend-developer
What is JSON?,JSON (JavaScript Object Notation) is a lightweight format for storing and exchanging data.,"[""Data format"",""Key-value pairs"",""Used in APIs"",""Easy to read""]",easy,frontend-developer
What is an API?,An API is a set of rules that allows different software applications to communicate with each other.,"[""Data exchange"",""Used in frontend"",""HTTP requests"",""Returns JSON""]",easy,frontend-developer
What is fetch in JavaScript?,Fetch is a JavaScript method used to make network requests to APIs.,"[""HTTP requests"",""Promise-based"",""Used for APIs"",""Async operations""]",easy,frontend-developer
What is React?,"React is a JavaScript library used for building user interfaces, especially single-page applications.","[""UI library"",""Component-based"",""Reusable components"",""Fast rendering""]",easy,frontend-developer
What is a component in React?,A component is a reusable piece of UI in a React application.,"[""Reusable"",""Independent"",""UI building block"",""Function or class""]",easy,frontend-developer
What is JSX?,JSX is a syntax extension that allows writing HTML-like code inside JavaScript in React.,"[""HTML in JS"",""Used in React"",""Readable"",""Compiled to JS""]",easy,frontend-developer
What is state in React?,State is an object that stores dynamic data and controls component behavior.,"[""Dynamic data"",""Re-renders UI"",""Managed inside component"",""useState hook""]",easy,frontend-developer
What are props in React?,Props are inputs passed to components to make them reusable and dynamic.,"[""Read-only"",""Passed from parent"",""Reusable components"",""Customizable""]",easy,frontend-developer
What is localStorage?,localStorage is a web storage API used to store data in the browser with no expiration time.,"[""Persistent storage"",""Key-value pairs"",""Browser-based"",""No expiration""]",easy,frontend-developer
What is sessionStorage?,sessionStorage stores data for a single session and is cleared when the browser tab is closed.,"[""Temporary storage"",""Session-based"",""Cleared on close"",""Similar to localStorage""]",easy,frontend-developer
What is browser caching?,Browser caching stores website data locally to improve load speed on repeat visits.,"[""Improves performance"",""Stores assets"",""Reduces requests"",""Faster loading""]",easy,frontend-developer
What is a CDN?,A CDN (Content Delivery Network) is a network of servers that deliver content faster based on user location.,"[""Faster delivery"",""Global servers"",""Improves performance"",""Reduces latency""]",easy,frontend-developer
What is cross-browser compatibility?,Cross-browser compatibility ensures a website works correctly across different browsers.,"[""Works on all browsers"",""Consistent UI"",""Testing required"",""Improves UX""]",easy,frontend-developer
"What is the difference between inline, block, and inline-block elements?",Inline elements do not start on a new line and take only necessary width. Block elements take full width and start on a new line. Inline-block elements behave like inline but allow setting width and height.,"[""Inline: no new line"",""Block: full width"",""Inline-block: hybrid"",""CSS display property""]",medium,frontend-developer
Explain the CSS box model.,"The CSS box model consists of content, padding, border, and margin, which together define the layout and spacing of elements.","[""Content"",""Padding"",""Border"",""Margin""]",medium,frontend-developer
What is event bubbling in JavaScript?,Event bubbling is a mechanism where an event starts from the target element and propagates up to its parent elements.,"[""Child to parent"",""Default behavior"",""Can be stopped"",""Used in event delegation""]",medium,frontend-developer
What is event delegation?,Event delegation is a technique where a single event listener is added to a parent element to handle events for its child elements.,"[""Uses bubbling"",""Improves performance"",""Handles dynamic elements"",""Reduces listeners""]",medium,frontend-developer
What is the difference between == and === in JavaScript?,"== compares values with type coercion, while === compares both value and type strictly.","[""== allows coercion"",""=== strict comparison"",""Avoid bugs with ==="",""Type safety""]",medium,frontend-developer
What are closures in JavaScript?,A closure is a function that remembers variables from its outer scope even after the outer function has executed.,"[""Lexical scope"",""Data encapsulation"",""Remembers variables"",""Used in callbacks""]",medium,frontend-developer
What is the difference between null and undefined?,"undefined means a variable is declared but not assigned, while null is an intentional absence of value.","[""undefined: default"",""null: intentional"",""Different types"",""Common confusion""]",medium,frontend-developer
What is hoisting in JavaScript?,Hoisting is JavaScript's behavior of moving variable and function declarations to the top of their scope before execution.,"[""Declarations moved up"",""var hoisted"",""let/const not initialized"",""Functions hoisted""]",medium,frontend-developer
"What is the difference between var, let, and const?","var is function-scoped, while let and const are block-scoped. const cannot be reassigned, while let can.","[""var: function scope"",""let/const: block scope"",""const immutable"",""ES6 features""]",medium,frontend-developer
What is asynchronous JavaScript?,"Asynchronous JavaScript allows code to run without blocking execution, using callbacks, promises, or async/await.","[""Non-blocking"",""Callbacks"",""Promises"",""Async/await""]",medium,frontend-developer
What are Promises in JavaScript?,"Promises represent a value that may be available now, later, or never, and handle asynchronous operations.","[""Pending, fulfilled, rejected"",""Async handling"",""Then/catch"",""Improves readability""]",medium,frontend-developer
What is the difference between synchronous and asynchronous code?,"Synchronous code runs sequentially, while asynchronous code runs independently without blocking execution.","[""Sync: blocking"",""Async: non-blocking"",""Better performance"",""Used in APIs""]",medium,frontend-developer
What is the virtual DOM in React?,The virtual DOM is a lightweight copy of the real DOM used by React to optimize updates and improve performance.,"[""Lightweight copy"",""Efficient updates"",""Diffing algorithm"",""Improves performance""]",medium,frontend-developer
What is useEffect in React?,"useEffect is a React hook used to handle side effects like data fetching, subscriptions, and DOM updates.","[""Side effects"",""Runs after render"",""Dependency array"",""Cleanup support""]",medium,frontend-developer
What is the difference between controlled and uncontrolled components?,"Controlled components are managed by React state, while uncontrolled components use the DOM to manage data.","[""Controlled: React state"",""Uncontrolled: DOM"",""Forms handling"",""Better control with controlled""]",medium,frontend-developer
What is lazy loading?,"Lazy loading delays loading of resources until they are needed, improving performance.","[""Performance optimization"",""Load on demand"",""Images/components"",""Reduces initial load""]",medium,frontend-developer
What is code splitting?,Code splitting breaks code into smaller chunks that can be loaded on demand to improve performance.,"[""Smaller bundles"",""On-demand loading"",""Improves speed"",""Used with React.lazy""]",medium,frontend-developer
What is CORS?,CORS (Cross-Origin Resource Sharing) is a security feature that allows or restricts requests between different domains.,"[""Cross-domain requests"",""Browser security"",""Headers required"",""Controlled by server""]",medium,frontend-developer
What is debouncing in JavaScript?,Debouncing limits the rate at which a function is executed by delaying it until after a certain period of inactivity.,"[""Limits execution"",""Improves performance"",""Used in search inputs"",""Delay-based""]",medium,frontend-developer
What is throttling in JavaScript?,Throttling ensures a function is executed at most once in a specified time interval.,"[""Limits frequency"",""Time-based execution"",""Used in scroll/resize"",""Performance optimization""]",medium,frontend-developer
Explain how the JavaScript event loop works.,"The event loop continuously checks the call stack and the callback queue. If the call stack is empty, it pushes queued callbacks (like from promises or events) into the stack for execution.","[""Call stack"",""Callback queue"",""Microtasks vs macrotasks"",""Non-blocking behavior""]",hard,frontend-developer
What is the difference between microtasks and macrotasks?,"Microtasks (like promises) are executed before macrotasks (like setTimeout) in the event loop, making them higher priority.","[""Microtasks: promises"",""Macrotasks: setTimeout"",""Execution priority"",""Event loop order""]",hard,frontend-developer
Explain prototypal inheritance in JavaScript.,Prototypal inheritance allows objects to inherit properties and methods from other objects via the prototype chain.,"[""Prototype chain"",""Object inheritance"",""__proto__"",""Shared methods""]",hard,frontend-developer
What is the difference between shallow copy and deep copy?,"A shallow copy copies references of nested objects, while a deep copy creates entirely independent copies of all nested structures.","[""Shallow: reference copy"",""Deep: full copy"",""Nested objects"",""Common bugs""]",hard,frontend-developer
How does 'this' keyword behave in JavaScript?,"The value of 'this' depends on how a function is called: global, object method, constructor, or arrow function.","[""Dynamic binding"",""Global vs object"",""Arrow functions"",""call/apply/bind""]",hard,frontend-developer
"Explain call, apply, and bind methods.","call and apply invoke functions with a specified 'this' context, while bind returns a new function with bound context.","[""call: arguments list"",""apply: array arguments"",""bind: returns function"",""Context control""]",hard,frontend-developer
What is memoization in frontend development?,Memoization is an optimization technique that caches function results to avoid repeated computations.,"[""Caching results"",""Improves performance"",""Used in React"",""Avoids recomputation""]",hard,frontend-developer
How does React reconciliation work?,React reconciliation compares the virtual DOM with the previous version using a diffing algorithm to update only changed elements.,"[""Diffing algorithm"",""Virtual DOM comparison"",""Efficient updates"",""Key prop importance""]",hard,frontend-developer
What are React hooks rules?,"Hooks must be called at the top level of components and not inside loops or conditions, and only within React functions.","[""Top-level only"",""No loops/conditions"",""Only in React functions"",""Consistent order""]",hard,frontend-developer
Explain useMemo and useCallback.,"useMemo memoizes computed values, while useCallback memoizes functions to prevent unnecessary re-renders.","[""useMemo: values"",""useCallback: functions"",""Performance optimization"",""Dependency array""]",hard,frontend-developer
What is hydration in React?,Hydration is the process of attaching event listeners to server-rendered HTML to make it interactive on the client.,"[""SSR concept"",""Client-side activation"",""Improves performance"",""Used in Next.js""]",hard,frontend-developer
What is the difference between CSR and SSR?,"CSR renders content in the browser using JavaScript, while SSR renders content on the server before sending it to the client.","[""CSR: client rendering"",""SSR: server rendering"",""SEO benefits of SSR"",""Performance trade-offs""]",hard,frontend-developer
What is tree shaking?,Tree shaking is a process of removing unused code from JavaScript bundles during build time.,"[""Dead code elimination"",""Smaller bundles"",""ES modules required"",""Improves performance""]",hard,frontend-developer
Explain Webpack and its role.,"Webpack is a module bundler that processes and bundles JavaScript, CSS, and other assets for optimized delivery.","[""Module bundler"",""Loaders and plugins"",""Optimizes assets"",""Code splitting""]",hard,frontend-developer
What is the critical rendering path?,"The critical rendering path is the sequence of steps the browser takes to convert HTML, CSS, and JS into pixels on the screen.","[""DOM construction"",""CSSOM"",""Render tree"",""Layout and paint""]",hard,frontend-developer
What are service workers?,Service workers are scripts that run in the background and enable features like offline support and caching.,"[""Background scripts"",""Offline support"",""Caching"",""Used in PWAs""]",hard,frontend-developer
Explain browser repaint vs reflow.,"Reflow recalculates layout when elements change size or position, while repaint updates visual styles without affecting layout.","[""Reflow: layout changes"",""Repaint: visual update"",""Performance impact"",""Minimize reflows""]",hard,frontend-developer
What is shadow DOM?,"Shadow DOM allows encapsulation of DOM and styles, preventing conflicts with the main document.","[""Encapsulation"",""Scoped styles"",""Web components"",""Avoid conflicts""]",hard,frontend-developer
What is CORS preflight request?,A preflight request is an OPTIONS request sent by the browser to check if the server allows the actual request.,"[""OPTIONS method"",""Security check"",""Headers validation"",""Before actual request""]",hard,frontend-developer
How do you optimize frontend performance?,"Frontend performance can be optimized using techniques like code splitting, lazy loading, caching, minimizing reflows, and using CDNs.","[""Code splitting"",""Lazy loading"",""Caching"",""Minimize DOM operations""]",hard,frontend-developer
What is a backend?,"The backend is the server-side part of a web application that handles logic, database interactions, and server communication.","[""Server-side"",""Handles logic"",""Database interaction"",""Not visible to users""]",easy,backend-developer
What is a server?,A server is a system that provides data or services to other computers (clients) over a network.,"[""Provides services"",""Handles requests"",""Client-server model"",""Runs backend code""]",easy,backend-developer
What is an API?,An API is a set of rules that allows different software systems to communicate with each other.,"[""Communication interface"",""Used in backend"",""Sends/receives data"",""HTTP-based""]",easy,backend-developer
What is REST API?,"A REST API is an API that follows REST principles using HTTP methods like GET, POST, PUT, and DELETE.","[""Stateless"",""HTTP methods"",""CRUD operations"",""Widely used""]",easy,backend-developer
What is a database?,"A database is a structured collection of data that can be stored, managed, and retrieved efficiently.","[""Stores data"",""Structured"",""Query-based"",""Persistent storage""]",easy,backend-developer
What is SQL?,SQL (Structured Query Language) is used to manage and query relational databases.,"[""Query language"",""Relational DB"",""CRUD operations"",""Widely used""]",easy,backend-developer
What is NoSQL?,"NoSQL databases store data in non-relational formats like key-value, document, or graph.","[""Non-relational"",""Flexible schema"",""Scalable"",""Examples: MongoDB""]",easy,backend-developer
What is HTTP?,HTTP (HyperText Transfer Protocol) is the protocol used for communication between client and server.,"[""Communication protocol"",""Request-response"",""Stateless"",""Web foundation""]",easy,backend-developer
What is HTTPS?,HTTPS is a secure version of HTTP that uses encryption (SSL/TLS) to protect data.,"[""Secure communication"",""Encryption"",""SSL/TLS"",""Protects data""]",easy,backend-developer
What is CRUD?,"CRUD stands for Create, Read, Update, and Delete operations used to manage data.","[""Basic operations"",""Database interaction"",""API endpoints"",""Core functionality""]",easy,backend-developer
What is JSON?,JSON is a lightweight data format used for data exchange between client and server.,"[""Key-value pairs"",""Lightweight"",""Readable"",""Used in APIs""]",easy,backend-developer
What is middleware?,Middleware is software that processes requests before they reach the main application logic.,"[""Request processing"",""Authentication"",""Logging"",""Runs before handler""]",easy,backend-developer
What is authentication?,Authentication is the process of verifying a user's identity.,"[""Login process"",""User verification"",""Credentials"",""Security""]",easy,backend-developer
What is authorization?,Authorization determines what actions a user is allowed to perform.,"[""Access control"",""Permissions"",""After authentication"",""Role-based""]",easy,backend-developer
What is a route?,A route defines how a server responds to a specific client request URL.,"[""URL mapping"",""Handles requests"",""API endpoints"",""Server logic""]",easy,backend-developer
What is an endpoint?,An endpoint is a specific URL where an API can be accessed.,"[""API access point"",""URL"",""Handles requests"",""Returns response""]",easy,backend-developer
What is a framework?,A framework is a pre-built structure that helps developers build applications faster.,"[""Reusable code"",""Speeds development"",""Provides structure"",""Examples: Express, Django""]",easy,backend-developer
What is Node.js?,Node.js is a runtime environment that allows JavaScript to run on the server.,"[""JavaScript runtime"",""Server-side"",""Non-blocking"",""Event-driven""]",easy,backend-developer
What is Express.js?,Express.js is a lightweight Node.js framework used to build web applications and APIs.,"[""Node framework"",""Routing"",""Middleware support"",""Fast development""]",easy,backend-developer
What is a request?,A request is a message sent by a client to the server asking for data or action.,"[""Client to server"",""Contains data"",""HTTP methods"",""Triggers response""]",easy,backend-developer
What is a response?,A response is the data sent by the server back to the client.,"[""Server to client"",""Contains data/status"",""HTTP response"",""Completes request""]",easy,backend-developer
What is status code?,A status code is a number sent in the response indicating the result of the request.,"[""200 OK"",""404 Not Found"",""500 Server Error"",""Indicates result""]",easy,backend-developer
What is a session?,A session is a way to store user data on the server across multiple requests.,"[""Server-side storage"",""User tracking"",""Temporary"",""Used in login""]",easy,backend-developer
What is a cookie?,A cookie is a small piece of data stored in the user's browser to maintain state.,"[""Client-side storage"",""Stores small data"",""Used in sessions"",""Expires""]",easy,backend-developer
What is JWT?,JWT (JSON Web Token) is a compact token used for securely transmitting information between parties.,"[""Token-based auth"",""Stateless"",""Secure"",""Used in APIs""]",easy,backend-developer
What is hashing?,Hashing is the process of converting data into a fixed-length string for security purposes.,"[""Irreversible"",""Used for passwords"",""Security"",""Examples: SHA""]",easy,backend-developer
What is scalability?,Scalability is the ability of a system to handle increased load by adding resources.,"[""Handles growth"",""Horizontal/vertical"",""Performance"",""Important for backend""]",easy,backend-developer
What is load balancing?,Load balancing distributes incoming traffic across multiple servers to ensure reliability and performance.,"[""Traffic distribution"",""Improves performance"",""Prevents overload"",""High availability""]",easy,backend-developer
What is caching?,Caching stores frequently accessed data temporarily to improve performance.,"[""Faster access"",""Reduces load"",""Temporary storage"",""Improves speed""]",easy,backend-developer
What is a microservice?,"A microservice is a small, independent service that performs a specific function in an application.","[""Independent services"",""Scalable"",""Modular"",""Communicate via APIs""]",easy,backend-developer
What is the difference between SQL and NoSQL databases?,"SQL databases are relational with fixed schemas, while NoSQL databases are non-relational with flexible schemas.","[""SQL: structured"",""NoSQL: flexible"",""SQL uses tables"",""NoSQL uses documents/key-value""]",medium,backend-developer
What is normalization in databases?,Normalization is the process of organizing data to reduce redundancy and improve data integrity.,"[""Reduces redundancy"",""Improves integrity"",""Organizes tables"",""Uses normal forms""]",medium,backend-developer
What is indexing in databases?,Indexing improves query performance by creating a data structure that allows faster data retrieval.,"[""Faster queries"",""Extra storage"",""Used on columns"",""Trade-off with writes""]",medium,backend-developer
What is a JOIN in SQL?,A JOIN combines rows from two or more tables based on a related column.,"[""Combines tables"",""Common column"",""Types: INNER, LEFT, RIGHT"",""Used in queries""]",medium,backend-developer
What is the difference between GET and POST requests?,"GET is used to retrieve data and is idempotent, while POST is used to send data and create resources.","[""GET: retrieve"",""POST: create"",""GET is idempotent"",""POST has body""]",medium,backend-developer
What is statelessness in REST?,"Statelessness means each request from a client must contain all the information needed to process it, without relying on server memory.","[""No session storage"",""Each request independent"",""Improves scalability"",""REST principle""]",medium,backend-developer
What is middleware in backend frameworks?,"Middleware functions handle requests and responses between the client and server logic, often for authentication, logging, or validation.","[""Request processing"",""Authentication"",""Logging"",""Chain of functions""]",medium,backend-developer
What is the difference between authentication and authorization?,"Authentication verifies user identity, while authorization determines access permissions.","[""AuthN: identity"",""AuthZ: permissions"",""Security layers"",""Used together""]",medium,backend-developer
What is a foreign key?,A foreign key is a field in one table that uniquely identifies a row in another table.,"[""Links tables"",""Maintains integrity"",""References primary key"",""Used in relations""]",medium,backend-developer
What is ACID in databases?,"ACID stands for Atomicity, Consistency, Isolation, and Durability, ensuring reliable database transactions.","[""Atomicity"",""Consistency"",""Isolation"",""Durability""]",medium,backend-developer
What is a transaction?,A transaction is a sequence of operations performed as a single unit of work in a database.,"[""Atomic unit"",""All or nothing"",""Ensures consistency"",""Rollback support""]",medium,backend-developer
What is rate limiting?,Rate limiting restricts the number of requests a client can make in a given time period.,"[""Prevents abuse"",""Security"",""Limits requests"",""Used in APIs""]",medium,backend-developer
What is a reverse proxy?,"A reverse proxy sits between clients and servers, forwarding client requests to backend servers.","[""Traffic management"",""Security layer"",""Load balancing"",""Example: Nginx""]",medium,backend-developer
What is connection pooling?,Connection pooling reuses database connections instead of creating new ones for each request.,"[""Improves performance"",""Reduces overhead"",""Reuses connections"",""Efficient resource usage""]",medium,backend-developer
What is serialization?,Serialization is the process of converting data into a format suitable for storage or transmission.,"[""Data conversion"",""Used in APIs"",""JSON/XML"",""Transport format""]",medium,backend-developer
What is deserialization?,Deserialization converts data from a stored or transmitted format back into usable objects.,"[""Reverse of serialization"",""Data parsing"",""Used in APIs"",""Object creation""]",medium,backend-developer
What is idempotency?,An operation is idempotent if performing it multiple times produces the same result.,"[""Same result"",""Safe operations"",""GET/PUT idempotent"",""Important in APIs""]",medium,backend-developer
What is WebSocket?,WebSocket is a protocol that enables full-duplex communication between client and server over a single connection.,"[""Real-time communication"",""Persistent connection"",""Bi-directional"",""Used in chats""]",medium,backend-developer
What is a message queue?,A message queue is a system that allows communication between services using asynchronous messages.,"[""Async communication"",""Decouples services"",""Queue-based"",""Examples: RabbitMQ""]",medium,backend-developer
What is horizontal vs vertical scaling?,"Horizontal scaling adds more machines, while vertical scaling increases the power of a single machine.","[""Horizontal: more servers"",""Vertical: stronger server"",""Scalability"",""Cost considerations""]",medium,backend-developer
Explain the CAP theorem.,"The CAP theorem states that a distributed system can only guarantee two out of three: Consistency, Availability, and Partition Tolerance.","[""Consistency"",""Availability"",""Partition tolerance"",""Trade-offs in distributed systems""]",hard,backend-developer
What is eventual consistency?,"Eventual consistency means that data will become consistent across the system over time, rather than immediately.","[""Delayed consistency"",""Used in distributed systems"",""Improves availability"",""No immediate sync""]",hard,backend-developer
What are database sharding and partitioning?,"Sharding splits data across multiple databases, while partitioning divides data within a single database.","[""Sharding: multiple DBs"",""Partitioning: single DB"",""Scalability"",""Data distribution""]",hard,backend-developer
Explain indexing trade-offs.,Indexes speed up read queries but slow down write operations and consume additional storage.,"[""Faster reads"",""Slower writes"",""Extra storage"",""Balance required""]",hard,backend-developer
What is database replication?,Replication is the process of copying data from one database server to another to improve availability and fault tolerance.,"[""Data copies"",""High availability"",""Fault tolerance"",""Master-slave setup""]",hard,backend-developer
What is a distributed system?,A distributed system is a group of independent computers that work together as a single system.,"[""Multiple nodes"",""Shared tasks"",""Scalability"",""Fault tolerance""]",hard,backend-developer
What is load balancing algorithm?,"Load balancing algorithms distribute traffic across servers, such as round-robin, least connections, or IP hash.","[""Traffic distribution"",""Round-robin"",""Least connections"",""Improves performance""]",hard,backend-developer
Explain the concept of rate limiting strategies.,"Rate limiting strategies control request rates using methods like token bucket, leaky bucket, or fixed window.","[""Token bucket"",""Leaky bucket"",""Fixed window"",""Prevents abuse""]",hard,backend-developer
What is a circuit breaker pattern?,A circuit breaker prevents repeated requests to a failing service by temporarily blocking calls and allowing recovery.,"[""Fault tolerance"",""Prevents cascading failure"",""Open/closed states"",""Recovery handling""]",hard,backend-developer
What is idempotency in APIs and why is it important?,"Idempotency ensures repeated API requests produce the same result, preventing duplicate operations.","[""Same result"",""Avoid duplicates"",""Important for retries"",""Used in PUT/DELETE""]",hard,backend-developer
Explain the difference between strong consistency and eventual consistency.,"Strong consistency guarantees immediate consistency across nodes, while eventual consistency allows temporary inconsistencies.","[""Strong: immediate"",""Eventual: delayed"",""Trade-offs"",""Distributed systems""]",hard,backend-developer
What is a deadlock?,A deadlock occurs when two or more processes are waiting indefinitely for resources held by each other.,"[""Resource locking"",""Circular wait"",""System freeze"",""Concurrency issue""]",hard,backend-developer
What is optimistic vs pessimistic locking?,"Optimistic locking assumes no conflict and checks before commit, while pessimistic locking locks resources upfront.","[""Optimistic: check later"",""Pessimistic: lock early"",""Concurrency control"",""Performance trade-offs""]",hard,backend-developer
What is a two-phase commit?,Two-phase commit is a distributed transaction protocol ensuring all nodes agree before committing changes.,"[""Prepare phase"",""Commit phase"",""Distributed systems"",""Ensures consistency""]",hard,backend-developer
What is caching invalidation?,Cache invalidation ensures outdated data is removed or updated in the cache.,"[""Data freshness"",""Hard problem"",""TTL/eviction"",""Consistency""]",hard,backend-developer
Explain the difference between synchronous and asynchronous communication in backend systems.,"Synchronous communication waits for a response, while asynchronous allows processing without waiting.","[""Sync: blocking"",""Async: non-blocking"",""Performance"",""Scalability""]",hard,backend-developer
What is API gateway?,"An API gateway is a single entry point that manages requests, routing, authentication, and rate limiting.","[""Centralized entry"",""Routing"",""Security"",""Microservices""]",hard,backend-developer
What is eventual vs strong consistency trade-off?,"Eventual consistency improves availability and performance, while strong consistency ensures accurate data at all times.","[""Availability vs consistency"",""CAP theorem"",""System design"",""Use-case based""]",hard,backend-developer
What is message broker and how does it differ from message queue?,"A message broker routes messages between services, while a message queue is a simpler structure storing messages for processing.","[""Broker: routing"",""Queue: storage"",""Decoupling"",""Examples: Kafka, RabbitMQ""]",hard,backend-developer
How do you design a scalable backend system?,"A scalable backend system uses load balancing, caching, microservices, database scaling, and asynchronous processing.","[""Load balancing"",""Caching"",""Microservices"",""Async processing""]",hard,backend-developer
What is Artificial Intelligence?,"Artificial Intelligence is the simulation of human intelligence in machines that can think, learn, and make decisions.","[""Simulates human intelligence"",""Decision making"",""Learning capability"",""Automation""]",easy,ai-ml-engineer
What is Machine Learning?,Machine Learning is a subset of AI that enables systems to learn from data and improve without being explicitly programmed.,"[""Subset of AI"",""Learns from data"",""Improves over time"",""No explicit programming""]",easy,ai-ml-engineer
What is Deep Learning?,Deep Learning is a subset of ML that uses neural networks with many layers to learn complex patterns.,"[""Neural networks"",""Multiple layers"",""Complex patterns"",""Subset of ML""]",easy,ai-ml-engineer
What is a dataset?,A dataset is a collection of data used to train and test machine learning models.,"[""Collection of data"",""Used for training"",""Used for testing"",""Structured/unstructured""]",easy,ai-ml-engineer
What is supervised learning?,Supervised learning is a type of ML where the model is trained on labeled data.,"[""Labeled data"",""Input-output pairs"",""Classification"",""Regression""]",easy,ai-ml-engineer
What is unsupervised learning?,Unsupervised learning is a type of ML where the model finds patterns in unlabeled data.,"[""Unlabeled data"",""Pattern discovery"",""Clustering"",""Dimensionality reduction""]",easy,ai-ml-engineer
What is a feature?,A feature is an individual measurable property or characteristic of the data.,"[""Input variable"",""Used for prediction"",""Data representation"",""Important for models""]",easy,ai-ml-engineer
What is a label?,A label is the output or target variable that the model tries to predict.,"[""Target variable"",""Output"",""Used in supervised learning"",""Ground truth""]",easy,ai-ml-engineer
What is training data?,Training data is the dataset used to train a machine learning model.,"[""Model learning"",""Input data"",""Includes labels"",""Used for fitting""]",easy,ai-ml-engineer
What is testing data?,Testing data is used to evaluate the performance of a trained model.,"[""Model evaluation"",""Unseen data"",""Performance check"",""Accuracy measurement""]",easy,ai-ml-engineer
What is overfitting?,"Overfitting occurs when a model learns the training data too well, including noise, and performs poorly on new data.","[""High training accuracy"",""Poor generalization"",""Memorization"",""Avoid with regularization""]",easy,ai-ml-engineer
