question_text,ideal_answer,key_points,difficulty,category
What is a JOIN in SQL?,A JOIN combines rows from two or more tables based on a related column.,,medium,backend-developer
What is the difference between GET and POST requests?,"GET is used to retrieve data and is idempotent, while POST is used to send data and create resources.",,medium,backend-developer
What is statelessness in REST?,"Statelessness means each request from a client must contain all the information needed to process it, without relying on server memory.",,medium,backend-developer
What is middleware in backend frameworks?,"Middleware functions handle requests and responses between the client and server logic, often for authentication, logging, or validation.",,medium,backend-developer
What is the difference between authentication and authorization?,"Authentication verifies user identity, while authorization determines access permissions.",,medium,backend-developer
What is a foreign key?,A foreign key is a field in one table that uniquely identifies a row in another table.,,medium,backend-developer
What is ACID in databases?,"ACID stands for Atomicity, Consistency, Isolation, and Durability, ensuring reliable database transactions.",,medium,backend-developer
What is a transaction?,A transaction is a sequence of operations performed as a single unit of work in a database.,,medium,backend-developer
What is rate limiting?,Rate limiting restricts the number of requests a client can make in a given time period.,,medium,backend-developer
What is a reverse proxy?,"A reverse proxy sits between clients and servers, forwarding client requests to backend servers.",,medium,backend-developer
What is connection pooling?,Connection pooling reuses database connections instead of creating new ones for each request.,,medium,backend-developer
What is serialization?,Serialization is the process of converting data into a format suitable for storage or transmission.,,medium,backend-developer
What is deserialization?,Deserialization converts data from a stored or transmitted format back into usable objects.,,medium,backend-developer
What is idempotency?,An operation is idempotent if performing it multiple times produces the same result.,,medium,backend-developer
What is WebSocket?,WebSocket is a protocol that enables full-duplex communication between client and server over a single connection.,,medium,backend-developer
What is a message queue?,A message queue is a system that allows communication between services using asynchronous messages.,,medium,backend-developer
What is horizontal vs vertical scaling?,"Horizontal scaling adds more machines, while vertical scaling increases the power of a single machine.",,medium,backend-developer
Explain the CAP theorem.,"The CAP theorem states that a distributed system can only guarantee two out of three: Consistency, Availability, and Partition Tolerance.",,hard,backend-developer
What is eventual consistency?,"Eventual consistency means that data will become consistent across the system over time, rather than immediately.",,hard,backend-developer
What are database sharding and partitioning?,"Sharding splits data across multiple databases, while partitioning divides data within a single database.",,hard,backend-developer
Explain indexing trade-offs.,Indexes speed up read queries but slow down write operations and consume additional storage.,,hard,backend-developer
What is database replication?,Replication is the process of copying data from one database server to another to improve availability and fault tolerance.,,hard,backend-developer
What is a distributed system?,A distributed system is a group of independent computers that work together as a single system.,,hard,backend-developer
What is load balancing algorithm?,"Load balancing algorithms distribute traffic across servers, such as round-robin, least connections, or IP hash.",,hard,backend-developer
Explain the concept of rate limiting strategies.,"Rate limiting strategies control request rates using methods like token bucket, leaky bucket, or fixed window.",,hard,backend-developer
What is a circuit breaker pattern?,A circuit breaker prevents repeated requests to a failing service by temporarily blocking calls and allowing recovery.,,hard,backend-developer
What is idempotency in APIs and why is it important?,"Idempotency ensures repeated API requests produce the same result, preventing duplicate operations.",,hard,backend-developer
Explain the difference between strong consistency and eventual consistency.,"Strong consistency guarantees immediate consistency across nodes, while eventual consistency allows temporary inconsistencies.",,hard,backend-developer
What is a deadlock?,A deadlock occurs when two or more processes are waiting indefinitely for resources held by each other.,,hard,backend-developer
What is optimistic vs pessimistic locking?,"Optimistic locking assumes no conflict and checks before commit, while pessimistic locking locks resources upfront.",,hard,backend-developer
What is a two-phase commit?,Two-phase commit is a distributed transaction protocol ensuring all nodes agree before committing changes.,,hard,backend-developer
What is caching invalidation?,Cache invalidation ensures outdated data is removed or updated in the cache.,,hard,backend-developer
Explain the difference between synchronous and asynchronous communication in backend systems.,"Synchronous communication waits for a response, while asynchronous allows processing without waiting.",,hard,backend-developer
What is API gateway?,"An API gateway is a single entry point that manages requests, routing, authentication, and rate limiting.",,hard,backend-developer
What is eventual vs strong consistency trade-off?,"Eventual consistency improves availability and performance, while strong consistency ensures accurate data at all times.",,hard,backend-developer
What is message broker and how does it differ from message queue?,"A message broker routes messages between services, while a message queue is a simpler structure storing messages for processing.",,hard,backend-developer
How do you design a scalable backend system?,"A scalable backend system uses load balancing, caching, microservices, database scaling, and asynchronous processing.",,hard,backend-developer
What is Artificial Intelligence?,"Artificial Intelligence is the simulation of human intelligence in machines that can think, learn, and make decisions.",,easy,ai-ml-engineer
What is Machine Learning?,Machine Learning is a subset of AI that enables systems to learn from data and improve without being explicitly programmed.,,easy,ai-ml-engineer
What is Deep Learning?,Deep Learning is a subset of ML that uses neural networks with many layers to learn complex patterns.,,easy,ai-ml-engineer
What is a dataset?,A dataset is a collection of data used to train and test machine learning models.,,easy,ai-ml-engineer
What is supervised learning?,Supervised learning is a type of ML where the model is trained on labeled data.,,easy,ai-ml-engineer
What is unsupervised learning?,Unsupervised learning is a type of ML where the model finds patterns in unlabeled data.,,easy,ai-ml-engineer
What is a feature?,A feature is an individual measurable property or characteristic of the data.,,easy,ai-ml-engineer
What is a label?,A label is the output or target variable that the model tries to predict.,,easy,ai-ml-engineer
What is training data?,Training data is the dataset used to train a machine learning model.,,easy,ai-ml-engineer
What is testing data?,Testing data is used to evaluate the performance of a trained model.,,easy,ai-ml-engineer
What is overfitting?,"Overfitting occurs when a model learns the training data too well, including noise, and performs poorly on new data.",,easy,ai-ml-engineer
What is underfitting?,Underfitting occurs when a model is too simple to capture patterns in the data.,,easy,ai-ml-engineer
What is a model?,A model is a mathematical representation used to make predictions from data.,,easy,ai-ml-engineer
What is classification?,Classification is a type of supervised learning where the output is a category or class.,,easy,ai-ml-engineer
What is regression?,Regression is a type of supervised learning where the output is a continuous value.,,easy,ai-ml-engineer
What is accuracy?,Accuracy is the ratio of correct predictions to total predictions.,,easy,ai-ml-engineer
What is precision?,Precision measures how many predicted positive cases are actually correct.,,easy,ai-ml-engineer
What is recall?,Recall measures how many actual positive cases were correctly predicted.,,easy,ai-ml-engineer
What is F1-score?,F1-score is the harmonic mean of precision and recall.,,easy,ai-ml-engineer
What is a confusion matrix?,A confusion matrix is a table used to evaluate classification model performance.,,easy,ai-ml-engineer
What is cross-validation?,Cross-validation is a technique to evaluate models by splitting data into multiple training and testing sets.,,easy,ai-ml-engineer
What is feature scaling?,Feature scaling standardizes the range of features to improve model performance.,,easy,ai-ml-engineer
What is normalization?,"Normalization rescales data to a range, usually between 0 and 1.",,easy,ai-ml-engineer
What is standardization?,Standardization transforms data to have mean 0 and standard deviation 1.,,easy,ai-ml-engineer
What is a neural network?,"A neural network is a model inspired by the human brain, consisting of layers of interconnected nodes.",,easy,ai-ml-engineer
What is an epoch?,An epoch is one complete pass through the entire training dataset.,,easy,ai-ml-engineer
What is batch size?,Batch size is the number of samples processed before updating the model.,,easy,ai-ml-engineer
What is gradient descent?,Gradient descent is an optimization algorithm used to minimize loss by updating model parameters.,,easy,ai-ml-engineer
What is a loss function?,A loss function measures how well a model's predictions match the actual values.,,easy,ai-ml-engineer
What is inference in ML?,Inference is the process of using a trained model to make predictions on new data.,,easy,ai-ml-engineer
What is Artificial Intelligence?,"Artificial Intelligence is the simulation of human intelligence in machines that can think, learn, and make decisions.",,easy,ai-ml-engineer
What is Machine Learning?,Machine Learning is a subset of AI that enables systems to learn from data and improve without being explicitly programmed.,,easy,ai-ml-engineer
What is Deep Learning?,Deep Learning is a subset of ML that uses neural networks with many layers to learn complex patterns.,,easy,ai-ml-engineer
What is a dataset?,A dataset is a collection of data used to train and test machine learning models.,,easy,ai-ml-engineer
What is supervised learning?,Supervised learning is a type of ML where the model is trained on labeled data.,,easy,ai-ml-engineer
What is unsupervised learning?,Unsupervised learning is a type of ML where the model finds patterns in unlabeled data.,,easy,ai-ml-engineer
What is a feature?,A feature is an individual measurable property or characteristic of the data.,,easy,ai-ml-engineer
What is a label?,A label is the output or target variable that the model tries to predict.,,easy,ai-ml-engineer
What is training data?,Training data is the dataset used to train a machine learning model.,,easy,ai-ml-engineer
What is testing data?,Testing data is used to evaluate the performance of a trained model.,,easy,ai-ml-engineer
What is overfitting?,"Overfitting occurs when a model learns the training data too well, including noise, and performs poorly on new data.",,easy,ai-ml-engineer
What is underfitting?,Underfitting occurs when a model is too simple to capture patterns in the data.,,easy,ai-ml-engineer
What is a model?,A model is a mathematical representation used to make predictions from data.,,easy,ai-ml-engineer
What is classification?,Classification is a type of supervised learning where the output is a category or class.,,easy,ai-ml-engineer
What is regression?,Regression is a type of supervised learning where the output is a continuous value.,,easy,ai-ml-engineer
What is accuracy?,Accuracy is the ratio of correct predictions to total predictions.,,easy,ai-ml-engineer
What is precision?,Precision measures how many predicted positive cases are actually correct.,,easy,ai-ml-engineer
What is recall?,Recall measures how many actual positive cases were correctly predicted.,,easy,ai-ml-engineer
What is F1-score?,F1-score is the harmonic mean of precision and recall.,,easy,ai-ml-engineer
What is a confusion matrix?,A confusion matrix is a table used to evaluate classification model performance.,,easy,ai-ml-engineer
What is cross-validation?,Cross-validation is a technique to evaluate models by splitting data into multiple training and testing sets.,,easy,ai-ml-engineer
What is feature scaling?,Feature scaling standardizes the range of features to improve model performance.,,easy,ai-ml-engineer
What is normalization?,"Normalization rescales data to a range, usually between 0 and 1.",,easy,ai-ml-engineer
What is standardization?,Standardization transforms data to have mean 0 and standard deviation 1.,,easy,ai-ml-engineer
What is a neural network?,"A neural network is a model inspired by the human brain, consisting of layers of interconnected nodes.",,easy,ai-ml-engineer
What is an epoch?,An epoch is one complete pass through the entire training dataset.,,easy,ai-ml-engineer
What is batch size?,Batch size is the number of samples processed before updating the model.,,easy,ai-ml-engineer
What is gradient descent?,Gradient descent is an optimization algorithm used to minimize loss by updating model parameters.,,easy,ai-ml-engineer
What is a loss function?,A loss function measures how well a model's predictions match the actual values.,,easy,ai-ml-engineer
What is inference in ML?,Inference is the process of using a trained model to make predictions on new data.,,easy,ai-ml-engineer
What is bias-variance tradeoff?,"The bias-variance tradeoff balances model simplicity and complexity to minimize total error. High bias causes underfitting, while high variance causes overfitting.",,medium,ai-ml-engineer
What is regularization?,Regularization is a technique used to prevent overfitting by adding a penalty term to the loss function.,,medium,ai-ml-engineer
What is the difference between L1 and L2 regularization?,"L1 regularization adds absolute values of weights and can produce sparse models, while L2 adds squared values and reduces weight magnitude smoothly.",,medium,ai-ml-engineer
What is gradient descent and its variants?,"Gradient descent is an optimization algorithm, and its variants include batch, stochastic, and mini-batch gradient descent.",,medium,ai-ml-engineer
What is the difference between classification and regression?,"Classification predicts discrete labels, while regression predicts continuous values.",,medium,ai-ml-engineer
What is cross-validation and why is it important?,"Cross-validation evaluates model performance using multiple splits of data, helping reduce overfitting and improve reliability.",,medium,ai-ml-engineer
What is feature engineering?,"Feature engineering involves creating, transforming, or selecting features to improve model performance.",,medium,ai-ml-engineer
What is dimensionality reduction?,Dimensionality reduction reduces the number of features while preserving important information.,,medium,ai-ml-engineer
What is PCA?,Principal Component Analysis (PCA) is a technique to reduce dimensions by transforming data into principal components.,,medium,ai-ml-engineer
What is a decision tree?,A decision tree is a model that splits data into branches based on feature values to make decisions.,,medium,ai-ml-engineer
What is random forest?,Random Forest is an ensemble method that builds multiple decision trees and combines their outputs.,,medium,ai-ml-engineer
What is K-means clustering?,K-means is an unsupervised algorithm that groups data into K clusters based on similarity.,,medium,ai-ml-engineer
What is the elbow method?,The elbow method helps determine the optimal number of clusters by plotting error vs number of clusters.,,medium,ai-ml-engineer
What is a confusion matrix used for?,A confusion matrix evaluates classification models by comparing predicted vs actual values.,,medium,ai-ml-engineer
What is ROC-AUC?,ROC-AUC measures a model's ability to distinguish between classes using true positive and false positive rates.,,medium,ai-ml-engineer
What is hyperparameter tuning?,Hyperparameter tuning is the process of selecting the best parameters for a model to improve performance.,,medium,ai-ml-engineer
What is a pipeline in ML?,"A pipeline automates steps like preprocessing, training, and evaluation in a sequence.",,medium,ai-ml-engineer
What is data leakage?,"Data leakage occurs when information from outside the training data is used, leading to overly optimistic performance.",,medium,ai-ml-engineer
What is class imbalance?,Class imbalance occurs when some classes have significantly more samples than others.,,medium,ai-ml-engineer
What is ensemble learning?,Ensemble learning combines multiple models to improve overall performance.,,medium,ai-ml-engineer
Explain the difference between generative and discriminative models.,"Generative models learn the joint probability distribution P(X, Y) and can generate new data, while discriminative models learn the conditional probability P(Y|X) for classification tasks.",,hard,ai-ml-engineer
What is backpropagation?,Backpropagation is an algorithm used to train neural networks by calculating gradients of the loss function and updating weights using gradient descent.,,hard,ai-ml-engineer
Explain vanishing and exploding gradients.,"Vanishing gradients occur when gradients become too small, slowing learning, while exploding gradients become too large, causing instability.",,hard,ai-ml-engineer
What are activation functions and why are they important?,"Activation functions introduce non-linearity into neural networks, allowing them to learn complex patterns.",,hard,ai-ml-engineer
What is batch normalization?,Batch normalization normalizes layer inputs to stabilize and speed up training.,,hard,ai-ml-engineer
What is dropout in neural networks?,Dropout is a regularization technique that randomly disables neurons during training to prevent overfitting.,,hard,ai-ml-engineer
What is transfer learning?,"Transfer learning uses a pre-trained model on a new task, reducing training time and improving performance.",,hard,ai-ml-engineer
What is attention mechanism?,Attention allows models to focus on important parts of the input when making predictions.,,hard,ai-ml-engineer
What is a transformer model?,Transformers are deep learning models that use attention mechanisms instead of recurrence to process data.,,hard,ai-ml-engineer
"Explain the difference between RNN, LSTM, and GRU.","RNNs process sequential data but suffer from vanishing gradients, while LSTM and GRU use gating mechanisms to retain long-term dependencies.",,hard,ai-ml-engineer
What is gradient clipping?,Gradient clipping limits the magnitude of gradients to prevent exploding gradients.,,hard,ai-ml-engineer
What is reinforcement learning?,Reinforcement learning is a type of ML where an agent learns by interacting with an environment using rewards and penalties.,,hard,ai-ml-engineer
What is Q-learning?,Q-learning is a reinforcement learning algorithm that learns the value of actions to maximize rewards.,,hard,ai-ml-engineer
What is word embedding?,Word embeddings represent words as dense vectors capturing semantic meaning.,,hard,ai-ml-engineer
What is cosine similarity?,Cosine similarity measures the similarity between two vectors based on the cosine of the angle between them.,,hard,ai-ml-engineer
What is BLEU score?,BLEU score evaluates machine translation quality by comparing generated text with reference translations.,,hard,ai-ml-engineer
What is perplexity in language models?,"Perplexity measures how well a probability model predicts a sample, with lower values indicating better performance.",,hard,ai-ml-engineer
What is model interpretability?,Model interpretability refers to how easily humans can understand the decisions made by a model.,,hard,ai-ml-engineer
What is SHAP or LIME?,SHAP and LIME are techniques used to explain machine learning model predictions.,,hard,ai-ml-engineer
What is data drift?,"Data drift occurs when the distribution of input data changes over time, affecting model performance.",,hard,ai-ml-engineer
What is DevOps and why is it important?,"DevOps is a set of practices, tools, and a cultural philosophy that automates and integrates the processes between software development and IT teams. It is important because it shortens the systems development life cycle and provides continuous delivery with high software quality.",,easy,devops-engineer
What is CI/CD?,"CI/CD stands for Continuous Integration and Continuous Deployment (or Delivery). CI automates the merging and testing of code changes. CD automates the delivery of those changes to various environments, including production.",,easy,devops-engineer
What is Version Control and why is it used?,Version control (like Git) is a system that records changes to a file or set of files over time so that you can recall specific versions later. It allows multiple developers to work on the same codebase without overwriting each other's work.,,easy,devops-engineer
What is a 'Build' in DevOps?,"A build is the process of converting source code files into a standalone software artifact that can be run on a computer (e.g., a JAR file, an .exe, or a Docker image).",,easy,devops-engineer
What is 'Infrastructure as Code' (IaC)?,"IaC is the management of infrastructure (servers, networks, storage) using configuration files or scripts rather than manual hardware configuration or interactive configuration tools.",,easy,devops-engineer
What is 'Docker'?,"Docker is a platform that uses containerization to allow developers to package an application with all of its parts, such as libraries and other dependencies, and ship it all out as one package.",,easy,devops-engineer
What is a 'Container' vs. a 'Virtual Machine' (VM)?,"VMs virtualize the hardware and include a full Guest OS. Containers virtualize the Operating System, sharing the host kernel, which makes them much smaller, faster to start, and more portable.",,easy,devops-engineer
What is 'Jenkins'?,"Jenkins is an open-source automation server that helps automate the parts of software development related to building, testing, and deploying, facilitating continuous integration and continuous delivery.",,easy,devops-engineer
What is a 'Commit' in Git?,A commit is a snapshot of your changes to the repository at a specific point in time. It acts like a save point in the project history.,,easy,devops-engineer
What is 'Microservices' architecture?,"Microservices is an architectural style that structures an application as a collection of small, autonomous services modeled around a business domain. Each service is self-contained and communicates over lightweight protocols like HTTP/REST.",,easy,devops-engineer
What is 'Agile' and how does it relate to DevOps?,"Agile is an iterative approach to software development and project management. DevOps is often seen as the technical evolution of Agile, extending its principles of rapid delivery and feedback into the operations and deployment space.",,easy,devops-engineer
What is 'Configuration Management'?,"It is the process of maintaining computer systems, servers, and software in a desired, consistent state. It ensures that a server is configured exactly as it should be without manual intervention.",,easy,devops-engineer
What is 'Monitoring' in DevOps?,"Monitoring involves tracking the performance, health, and availability of applications and infrastructure. It helps teams identify issues before they affect users.",,easy,devops-engineer
What is 'Log Management'?,"Log management is the process of collecting, storing, and analyzing log data generated by applications and systems to troubleshoot errors and understand system behavior.",,easy,devops-engineer
What is 'Public Cloud' vs. 'Private Cloud'?,"Public Cloud (AWS, Azure, GCP) provides resources over the internet shared among multiple organizations. Private Cloud is infrastructure dedicated solely to a single organization, offering more control and security.",,easy,devops-engineer
What is 'Kubernetes' (K8s)?,"Kubernetes is an open-source container orchestration platform that automates the deployment, scaling, and management of containerized applications.",,easy,devops-engineer
What is a 'Deployment'?,Deployment is the process of pushing the software artifact into a target environment (like staging or production) where it can be used by the end-user.,,easy,devops-engineer
What is 'Immutable Infrastructure'?,"Immutable infrastructure is a model where servers are never modified after they are deployed. If a change is needed, a new server is built from a common image with the changes, and the old one is destroyed.",,easy,devops-engineer
What is 'Blue-Green Deployment'?,"It is a deployment strategy that uses two identical production environments (Blue and Green). One is live (Blue), while the new version is deployed to the other (Green). Once Green is tested, traffic is switched to it.",,easy,devops-engineer
What is 'GitOps'?,"GitOps is an operational framework that takes DevOps best practices used for application development, such as version control and CI/CD, and applies them to infrastructure automation.",,easy,devops-engineer
What is 'Serverless Computing'?,"Serverless is a cloud computing model where the provider manages the server infrastructure entirely. Developers only write code (functions) and pay only for the time the code executes (e.g., AWS Lambda).",,easy,devops-engineer
What is a 'Load Balancer'?,"A load balancer distributes incoming network traffic across multiple servers to ensure no single server bears too much demand, improving responsiveness and availability.",,easy,devops-engineer
What is 'Regression' in the context of DevOps?,Regression occurs when a new code change breaks existing functionality. Automated regression testing in the CI/CD pipeline is used to catch these issues immediately.,,easy,devops-engineer
What is 'Artifact Management'?,Artifact management involves storing and versioning the output of the build process (like binaries or Docker images) so they can be retrieved for deployment. Tools include JFrog Artifactory or Nexus.,,easy,devops-engineer
What is 'DevSecOps'?,DevSecOps is the practice of integrating security early in the DevOps lifecycle (Shift Left). It ensures that security checks are automated and part of the continuous integration process.,,easy,devops-engineer
What is 'Standardization' in DevOps?,"Standardization involves using uniform tools, processes, and environments across all teams to reduce complexity and make automation easier to manage.",,easy,devops-engineer
What is a 'Push' vs. 'Pull' in Git?,A 'Push' sends your local commits to a remote repository. A 'Pull' fetches changes from the remote repository and merges them into your local branch.,,easy,devops-engineer
What is 'MTTR' (Mean Time To Recovery)?,MTTR is a key DevOps metric that measures the average time it takes to restore service after a failure occurs. Lower MTTR indicates a more resilient and efficient DevOps team.,,easy,devops-engineer
What is a 'Script'?,"A script is a list of commands executed by a certain program or scripting engine. In DevOps, scripts (Bash, Python, PowerShell) are used to automate repetitive tasks like backups or deployments.",,easy,devops-engineer
What is 'Scalability'?,Scalability is the ability of a system to handle increased load by adding resources. Vertical scaling means adding more power (CPU/RAM) to an existing server; Horizontal scaling means adding more servers.,,easy,devops-engineer
Explain the difference between 'Continuous Delivery' and 'Continuous Deployment'.,"Continuous Delivery ensures that code is always in a deployable state, but the actual push to production requires a manual trigger. Continuous Deployment automates the entire process, where every change that passes the pipeline is automatically deployed to production without human intervention.",,medium,devops-engineer
What is 'Configuration Drift' and how do you prevent it?,Configuration Drift occurs when the environment's state changes over time due to manual ad-hoc updates. It is prevented by using Infrastructure as Code (IaC) and configuration management tools (like Ansible or Terraform) that enforce a 'source of truth' and automatically revert manual changes.,,medium,devops-engineer
What is a 'Multi-Stage Build' in Docker?,"A multi-stage build uses multiple FROM statements in a single Dockerfile. It allows you to use a large image for building/compiling code and then copy only the necessary artifacts into a much smaller, production-ready image, significantly reducing the final image size.",,medium,devops-engineer
Explain 'Canary Deployments'.,A Canary deployment rolls out a new version of the software to a small subset of users before making it available to everyone. This allows teams to monitor performance and error rates in production with minimal impact if something goes wrong.,,medium,devops-engineer
What is 'Terraform State' and why is it important?,"Terraform uses state files (.tfstate) to map real-world resources to your configuration. It allows Terraform to track metadata, improve performance for large infrastructures, and determine which changes need to be applied during a 'terraform apply'.",,medium,devops-engineer
What is a 'Reverse Proxy' and how is it used in DevOps?,"A reverse proxy (like Nginx or HAProxy) sits in front of web servers and forwards client requests to the appropriate backend server. It is used for load balancing, SSL termination, and caching to improve security and performance.",,medium,devops-engineer
Explain 'Git Flow' vs. 'Trunk-Based Development'.,"Git Flow uses multiple long-lived branches (feature, develop, release, master). Trunk-Based Development encourages developers to merge small, frequent updates into a single 'trunk' (main branch) to avoid complex 'merge hell' and facilitate CI/CD.",,medium,devops-engineer
What are 'Kubernetes Pods' and 'Nodes'?,"A Pod is the smallest deployable unit in Kubernetes, representing a single instance of a running process (one or more containers). A Node is a worker machine (VM or physical) where Pods are scheduled and run.",,medium,devops-engineer
What is 'Prometheus' and how does it work?,"Prometheus is a time-series monitoring tool. It primarily works on a 'pull' model, scraping metrics from HTTP endpoints on the services it monitors. It is highly optimized for containerized environments and Kubernetes.",,medium,devops-engineer
What is 'Secret Management' and name a tool for it.,"Secret management involves securely storing and managing sensitive data like API keys, passwords, and certificates, ensuring they are not hardcoded in scripts or Git. HashiCorp Vault is a common tool for this.",,medium,devops-engineer
Explain 'Self-Healing' in Kubernetes.,"Self-healing is the ability of K8s to automatically restart containers that fail, replace pods when nodes die, and kill containers that don't respond to user-defined health checks (Liveness/Readiness probes).",,medium,devops-engineer
What is the 'ELK Stack'?,"The ELK stack consists of Elasticsearch (search/analytics engine), Logstash (log processing pipeline), and Kibana (data visualization). It is used for centralized logging and real-time log analysis.",,medium,devops-engineer
What is a 'Sidecar Container'?,"A sidecar is a container that runs alongside the main application container in the same pod. It performs supporting tasks like logging, monitoring, or proxying (e.g., Envoy in a service mesh) without modifying the main app code.",,medium,devops-engineer
Explain 'Idempotency' in the context of Ansible.,"An idempotent operation is one that can be applied multiple times without changing the result beyond the initial application. In Ansible, if a server is already in the desired state, running the playbook again will make no changes.",,medium,devops-engineer
What is 'Semantic Versioning' (SemVer)?,SemVer is a versioning scheme using Major.Minor.Patch. Major: Breaking changes. Minor: New features (backward compatible). Patch: Bug fixes (backward compatible). It helps manage dependencies in DevOps pipelines.,,medium,devops-engineer
What is 'Dark Launching'?,Dark launching is the process of releasing features to production but keeping them hidden from users via 'Feature Toggles'. This allows for testing the back-end performance under real load before the UI is turned on.,,medium,devops-engineer
Explain 'Stateless' vs. 'Stateful' applications.,Stateless apps don't store client data on the server; every request is independent. Stateful apps (like databases) remember client data from previous sessions. Stateless apps are much easier to scale horizontally in DevOps.,,medium,devops-engineer
What is an 'Ingress Controller' in Kubernetes?,"An Ingress Controller is a specialized load balancer that manages external access to services in a K8s cluster, typically via HTTP/HTTPS. It provides routing rules, SSL/TLS termination, and name-based virtual hosting.",,medium,devops-engineer
What is 'Health Checking' in a load balancer?,"Health checking is the process where a load balancer periodically pings backend servers to ensure they are responding. If a server fails the check, the load balancer stops sending traffic to it until it recovers.",,medium,devops-engineer
Explain 'Dynamic Provisioning' in Kubernetes storage.,"Dynamic provisioning allows storage volumes to be created on-demand as Pods request them, rather than requiring an administrator to pre-create storage. It uses 'StorageClasses' to define the type of storage needed.",,medium,devops-engineer
What is 'GitOps' and how does it differ from traditional CI/CD?,"GitOps is an operating model for cloud-native applications that uses Git as the single source of truth for infrastructure and applications. Unlike traditional CI/CD, which 'pushes' changes to a target, GitOps uses a 'pull' mechanism (like ArgoCD) where a controller inside the cluster constantly compares the Git state to the live state and automatically syncs them.",,hard,devops-engineer
Explain 'Service Mesh' and when you should (or shouldn't) use one.,"A Service Mesh (like Istio or Linkerd) is a dedicated infrastructure layer for handling service-to-service communication. It provides mTLS, traffic splitting, and observability via sidecar proxies. You should use it for complex microservices with strict security or traffic requirements, but avoid it for simple apps due to the significant operational overhead and latency it adds.",,hard,devops-engineer
What is a 'Circuit Breaker' pattern in microservices?,"It is a design pattern used to detect failures and encapsulate the logic of preventing a failure from constantly recurring during maintenance or temporary external system failure. If a service is failing, the 'breaker' trips, and all further calls to that service return an error immediately without wasting resources, allowing the service to recover.",,hard,devops-engineer
Explain 'Blue-Green' vs. 'Canary' vs. 'Rolling' updates in K8s.,Rolling: Replaces pods one by one (default). Blue-Green: Two full environments; switch 100% traffic at once. Canary: Small % of traffic goes to the new version first. Blue-Green is safest for rollbacks; Canary is best for testing user behavior/performance; Rolling is most resource-efficient.,,hard,devops-engineer
What is 'Immutable Infrastructure' and how does it relate to 'Phoenix Servers'?,"Immutable infrastructure means components are replaced rather than modified. 'Phoenix Servers' are servers that are regularly torn down and rebuilt from a base image to ensure that no 'snowflakes' (manual, undocumented configurations) exist. This ensures consistency and predictability.",,hard,devops-engineer
How do you manage 'State' in a distributed system with Terraform?,"State must be stored in a 'Remote Backend' (like S3 or GCS) with 'State Locking' (using DynamoDB) to prevent concurrent executions. For complex setups, 'Workspaces' or directory separation help manage different environments (Dev/Prod) without state interference.",,hard,devops-engineer
Explain the 'Sidecar' vs. 'DaemonSet' patterns in Kubernetes.,"A Sidecar is a container running inside the same Pod as the app (one per pod). A DaemonSet ensures that one copy of a specific Pod runs on every Node in the cluster. Sidecars are for app-specific helpers (proxies); DaemonSets are for node-level helpers (log collectors, monitoring agents).",,hard,devops-engineer
What is 'Shift Left' security (DevSecOps) and give examples?,"Shift Left means integrating security at the earliest stages of the SDLC. Examples include SAST (Static Analysis) on code commits, DAST (Dynamic Analysis) in staging, and Container Image Scanning for CVEs before the image reaches the registry.",,hard,devops-engineer
Explain 'Horizontal Pod Autoscaler' (HPA) vs. 'Vertical Pod Autoscaler' (VPA).,"HPA scales the number of Pod replicas based on CPU/Memory metrics. VPA adjusts the CPU/Memory requests and limits of existing Pods. They generally shouldn't be used together on the same metric, as they might conflict.",,hard,devops-engineer
What are 'Sticky Sessions' and why are they problematic for DevOps?,"Sticky sessions (Session Affinity) bind a user's session to a specific backend server. They are problematic because they hinder even load balancing, make horizontal scaling difficult, and cause user session loss if that specific server fails.",,hard,devops-engineer
What is 'Multi-Region' vs. 'Multi-Cloud' strategy?,"Multi-Region involves deploying in multiple geographic areas of one provider (e.g., AWS US-East and EU-West) for low latency and DR. Multi-Cloud involves using different providers (AWS and Azure) to avoid vendor lock-in and increase redundancy, though it adds massive complexity.",,hard,devops-engineer
How do you handle 'Large-Scale Secrets' in K8s without relying on native Secrets?,"K8s Secrets are only Base64 encoded, not encrypted by default. For 'Hard' security, we use an external provider (HashiCorp Vault, AWS Secrets Manager) and inject them via 'CSI Drivers' or 'External Secrets Operator', so secrets never exist as cleartext objects in etcd.",,hard,devops-engineer
Explain 'Zero-Downtime' Database Migrations.,"This usually involves a 'Expand and Contract' pattern: 1. Add new columns (backward compatible), 2. Update code to write to both old and new, 3. Migrate old data, 4. Update code to read from new, 5. Remove old columns.",,hard,devops-engineer
What is 'Distributed Tracing' and why is it needed?,"In microservices, a single request may pass through dozens of services. Distributed tracing (using Jaeger or Zipkin) assigns a unique Trace ID to a request to track its path and latency across all service boundaries, identifying exactly where a bottleneck occurs.",,hard,devops-engineer
What is 'Tainting' and 'Tolerations' in Kubernetes?,"Taints are applied to Nodes to repel certain Pods. Tolerations are applied to Pods to allow (but not require) them to stay on a Tainted node. This is used to dedicate nodes to specific workloads (e.g., GPU-heavy tasks or production-only nodes).",,hard,devops-engineer
Explain the concept of 'Error Budgets' in SRE.,"An Error Budget is the amount of downtime/errors a service is allowed to have (e.g., 99.9% availability gives a 0.1% budget). If the budget is exhausted, new feature releases are halted, and the team must focus solely on stability until the budget is replenished.",,hard,devops-engineer
